10.20683479,78.37737274
10.72359085,77.89189148
10.20683479,78.37737274
10.15891075,78.32600403
10.15891075,78.32600403
10.10028172,78.31825256
10.06267929,78.28668213
10.064188,78.25898743
9.88160038,77.74810028
9.8298254,77.66988373
9.88160038,77.74810028
9.86569118,77.69810486
9.88248348,77.70732117
9.87242126,77.73032379
10.05072212,78.02600098
9.89795589,77.86494446
9.89889812,77.83982849
9.85775757,77.84070587
9.85775757,77.84070587
9.96666336,77.84619904
9.85775757,77.84070587
9.85775757,77.84070587
9.85775757,77.84070587
9.96308231,77.80557251
11.01610088,78.40702057
9.95091534,77.87585449
11.01610088,78.40702057
9.954072,77.95204926
9.93848896,77.97344971
9.92607594,78.00900269
9.93634129,78.03380585
10.03183746,78.20544434
10.0071249,78.19824219
9.98694897,78.20142365
9.98239994,78.18511963
9.95859241,78.18882751
9.9511404,78.16632843
10.15891075,78.32600403
10.15891075,78.32600403
10.13820267,78.35511017
10.12074566,78.35005951
10.20683479,78.37737274
10.08714581,78.38941193
10.08064938,78.34624481
10.0327301,78.34146118
11.95265394,79.51069743
9.87149811,77.93458557
9.86583328,77.96562195
9.77558136,78.05083466
9.86583328,77.96562195
10.93170166,79.83551025
11.01610088,78.40702057
9.88468552,77.99788666
9.90445328,78.00014496
9.88128281,78.04755402
9.85775757,77.84070587
10.35317555,77.9700543
9.90217876,77.8978653
9.90217876,77.8978653
9.89158154,77.9228363
9.92955589,78.02598572
9.92862701,77.92823792
9.94520092,77.91912079
10.08313656,77.95587158
10.08165073,77.90457916
11.01610088,78.40702057
10.09494305,78.07739258
10.04961967,78.04432678
10.0425176,78.11260702
10.02671909,78.06343842
10.04709911,78.09455872
10.03723812,78.08330536
9.74245358,77.98113251
9.69127369,78.05319214
11.01610088,78.40702057
9.77558136,78.05083466
9.77558136,78.05083466
9.77558136,78.05083466
9.77558136,78.05083466
9.77558136,78.05083466
9.84095955,77.93623352
9.77558136,78.05083466
9.85134602,77.89674377
9.77558136,78.05083466
9.82095909,77.7973938
9.755023,77.89548492
9.77558136,78.05083466
9.80198288,77.94218445
9.77558136,78.05083466
9.8459301,78.01488495
11.93947983,78.05754852
9.88380432,78.07089996
9.90246201,78.09190369
9.77558136,78.05083466
11.01610088,78.40702057
9.77575779,78.0785675
9.80799103,78.11776733
9.78362846,78.12610626
9.80575657,78.11938477
9.84906483,78.08263397
13.08436584,80.22467804
9.99905014,77.61686707
10.03630066,77.79212189
9.94520092,77.91912079
9.56287384,78.08060455
9.94520092,77.91912079
8.1607151,77.62412262
9.53603554,78.24565125
9.93848896,77.97344971
9.96199989,77.79109955
10.05592537,77.8359375
10.05592537,77.8359375
10.05507278,77.90711212
10.00101757,77.91460419
11.01610088,78.40702057
9.97451591,77.99233246
9.94805813,77.82640839
9.87113663,77.79786024
9.8325634,77.77426147
9.8325634,77.77426147
9.8325634,77.77426147
9.8325634,77.77426147
9.94805813,77.82640839
11.32829965,77.74533279
11.01610088,78.40702057
11.01610088,78.40702057
9.9156723,78.23151398
10.39750576,77.90694427
9.95859241,78.18882751
9.93252563,78.1776886
10.06460476,78.09619141
10.10364914,78.11235046
11.28351212,78.23495483
10.11191654,78.14820862
10.09823036,78.14343262
10.10364914,78.11235046
10.08136082,78.12494659
10.06460476,78.09619141
10.35325335,77.9700824
8.72566978,77.70635357
11.01610088,78.40702057
11.01610088,78.40702057
9.94967747,78.17934418
9.97719479,78.44121552
9.97719479,78.44121552
11.01610088,78.40702057
9.97719479,78.44121552
9.97719479,78.44121552
10.02764702,78.47228241
9.97719479,78.44121552
9.97719479,78.44121552
9.97719479,78.44121552
10.00313663,78.36927032
10.0327301,78.34146118
10.10364914,78.11235046
10.03828335,78.15476227
10.03009224,78.15834808
10.06267929,78.28668213
10.06267929,78.28668213
9.98797607,78.1368103
10.06703281,78.41361237
11.01610088,78.40702057
9.97719479,78.44121552
9.9968586,78.42971039
10.97265816,77.02006531
9.97719479,78.44121552
10.03234291,78.39492798
10.07512188,78.35578918
10.09459782,78.4409256
10.0327301,78.34146118
9.97719479,78.44121552
12.60000038,79.93299866
9.94520092,77.91912079
11.0282079,76.94368675
8.1607151,77.62412262
10.03672981,78.28510284
10.02956295,78.31594849
10.02833748,77.8662262
9.92121506,78.14955139
8.15531694,77.44951217
10.03630066,77.79212189
11.01610088,78.40702057
9.92862701,77.92823792
11.01610088,78.40702057
10.02350998,77.95202637
10.06865025,77.94078827
11.663175,78.128945
10.10078907,77.95211029
10.08313656,77.95587158
10.06550407,77.98127747
9.64542961,78.51220703
9.98644447,78.00810242
10.35317555,77.9700543
10.08313656,77.95587158
10.07777882,78.07302856
8.7239432,77.7041513
10.04709911,78.09455872
10.04709911,78.09455872
9.94520092,77.91912079
9.94520092,77.91912079
9.94520092,77.91912079
9.134526,78.1017959
10.08661366,78.02359772
9.77558136,78.05083466
9.86583328,77.96562195
9.88083458,77.9562149
9.82820606,78.00644684
